73738,9249,74091,260391
43493,9331,41202,300507
49330,9333,20237,050741
05074,9338,17517,120237
75172,9350,30114,270405
17227,9352,11432,040530
70405,9356,20992,301143
95159,9381,19947,250181
59250,9384,47425,181199
82656,9484,34919,190674
20860,9504,73816,060523
58507,9570,09252,200824
72008,9574,21791,240925
79136,9587,08803,020575
45227,9621,81113,250578
30003,9636,20803,230636
06362,9643,28173,080323
32817,9653,80919,300426
06650,9710,98904,090529
71866,9745,25394,041145
64335,9841,91373,031202
33503,9843,37306,120291
25970,9881,59741,281013
06538,9902,87985,230589
19356,9940,34559,160760
88571,9967,03680,260594
31214,10047,40784,270695
66697,10075,67318,080458
02431,10112,57887,190255
57543,10146,69107,180269
73841,10176,11900,220201
84122,10178,90082,020111
41220,10179,00820,201119
12202,10180,08203,011190
08203,10191,98039,240886
21236,10223,23418,290105
23629,10225,41833,010523
52431,10243,24482,180759
74767,10287,68389,201068
47672,10288,83895,010686
77636,10309,46297,311032
76363,10310,62974,110324
13544,10336,77819,160635
53451,10389,12929,041276
68166,10490,73804,281241
95881,10511,90659,180201
88118,10513,65947,020190
18020,10516,47096,190659
39074,10556,29625,141134
96576,10609,98211,280105
57628,10611,21180,010598
59821,10619,21395,180209
82118,10621,39557,020921
95573,10633,44298,240427
98662,10647,03568,070613
20706,10651,88375,130356
27868,10705,52552,080295
76774,10818,94118,080413
13941,10827,05602,180207
94118,10829,60255,020705
11802,10831,25536,070560
50814,10877,95887,270167
48758,10897,20095,100764
78107,10965,86303,180884
28143,11045,57679,131039
81431,11046,76791,310395
82276,11116,18621,220344
32367,11148,98998,270584
52649,11192,39090,010181
18139,11200,47905,090245
85460,11216,19962,031263
77079,11256,00188,130278
66132,11305,01078,181009
13218,11307,07885,100901
21810,11309,88598,090107
81009,11311,59800,010788
84489,11329,39306,220859
38651,11348,39500,050167
38278,11365,92771,230384
48949,11451,26924,311209
94931,11453,92410,120926
09269,11460,44911,241039
91758,11581,41913,220617
97478,11632,66202,291190
78291,11635,02306,190662
06620,11642,83847,230664
24650,11679,12935,300744
88763,11719,42734,300396
52687,11838,33324,231026
45685,11913,32680,101124
56851,11914,26809,011243
26874,11936,82082,121058
68741,11937,20827,210588
17998,11953,53844,290117
73571,11996,55892,180623
31736,12013,75527,171216
27346,12042,50693,291048
18239,12086,79570,151273
87676,12118,61353,150653
85378,12149,32861,191162
86383,12174,63855,221064
63832,12175,38552,210646
52785,12204,97907,170224
11917,12239,94281,270918
17747,12267,54587,220319
96329,12329,19220,171137
13719,12337,42632,220380
42632,12348,53310,041041
04153,12356,24951,310533
34198,12397,07527,040359
76958,12441,96827,040588
46158,12460,18464,140218
77412,12499,28434,230539
40352,12518,10469,241203
35224,12520,46947,120310
22412,12522,94776,031046
39063,12555,52103,040375
03755,12562,92830,210382
29283,12572,66495,030629
66495,12583,27446,070411
49507,12585,44669,041127
06676,12605,60144,060465
14475,12618,87528,061164
52895,12631,59920,080472
18734,12647,09309,040771
71093,12656,15767,090789
90474,12691,59403,261079
31063,12775,58912,040411
06304,12777,91249,041158
24917,12790,26643,180680
35298,12805,02346,090306
29809,12807,34637,030602
80903,12809,63717,060234
91394,12894,26090,050391
50391,12900,18028,260908
39126,12902,02889,090818
60908,12906,97901,180288
59384,12924,75933,080586
27885,12956,25089,200171
85200,12959,89545,171250
00171,12962,45048,250895
85836,12977,93365,190433
30959,13018,81130,200217
21781,13026,82525,130211
78113,13028,52579,021182
30772,13049,64672,250679
26195,13119,01325,220976
41483,13267,81472,051149
98147,13277,99134,260552
75852,13461,69364,040442
64862,13475,41045,290647
43939,13502,01487,280894
65374,13522,57519,231196
57519,13533,31247,130736
69762,13549,74806,170951
58426,13622,10243,240474
41549,13678,23126,140497
40497,13684,28260,231266
26628,13692,73483,260633
73791,13710,45455,250224
45455,13721,90090,291019
01990,13729,04083,090425
00904,13733,35163,250408
90425,13735,16307,040835
06413,13770,44409,230634
44099,13782,26562,260623
92944,13806,99690,130670
09969,13816,38485,050326
50868,13868,31346,190508
86819,13870,34624,050831
47784,13906,07895,030321
40303,13910,58760,210789
09923,13928,57214,220500
13293,13957,50806,240155
01555,13964,94232,080696
69423,13974,41302,230321
03214,13981,31837,130276
00022,14005,50135,251170
22251,14008,35034,170501
25117,14010,03440,050135
85024,14032,36755,230929
86586,14106,39482,030350
12672,14227,18898,180764
89841,14240,10004,240523
12405,14244,43471,231000
97194,14264,30754,190180
94190,14267,54549,180307
19018,14269,54976,030754
95577,14287,60125,030970
03097,14292,19589,060125
19589,14303,44513,160545
71650,14324,43110,120961
09614,14331,36549,311008
61431,14333,54928,100836
28394,14432,79827,281224
61557,14503,26723,110774
23944,14535,11500,040850
94756,14573,41733,130651
08734,14592,07660,050524
38955,14635,09564,260691
09564,14646,43934,250365
05890,14747,28529,061029
23554,14770,86718,060111
55406,14772,71858,011186
55249,14827,40840,040400
04040,14832,55534,040840
34408,14846,44482,180537
49910,14961,66732,250369
68694,14980,94838,050643
38315,14994,64217,280687
32835,15011,09595,091260
92614,15109,53620,180514
86196,15130,35179,070375
24477,15160,66408,241142
58673,15224,82934,121294
34008,15238,58206,170456
07523,15257,11030,280160
23280,15260,30654,160110
28016,15262,65482,011030
80160,15263,54827,110306
16011,15265,82748,030654
85754,15332,01619,281111
75428,15334,61966,111101
54281,15335,19660,111016
42811,15336,96609,110161
41837,15439,52066,111272
22939,15497,95040,160410
93916,15499,04018,041095
41095,15505,53871,040182
11892,15520,30606,091195
11953,15527,86994,060676
61484,15572,03430,240908
48424,15574,43037,090803
42409,15576,03702,080343
49119,15617,27796,210339
82064,15725,31996,161191
02524,15810,58175,200890
81755,15822,45175,101002
75510,15824,17542,100245
41669,15847,78470,211134
85743,15952,49613,140901
74314,15954,61335,090149
33581,15967,54037,130598
64079,15989,80039,100780
57846,16007,66173,191112
84619,16009,17338,111266
44440,16028,59816,080884
82552,16061,60137,261218
61835,16101,89029,171148
48890,16110,00841,291166
08416,16122,04899,300577
48997,16134,07881,191090
32380,16162,60280,170548
54860,16170,38370,280849
47461,16186,41372,300438
84137,16196,02395,230540
63404,16216,87957,140355
95753,16229,72795,220899
22816,16268,35545,170939
83984,16449,91380,041189
99138,16459,29302,070451
51293,16468,03771,021276
16184,16490,65311,280567
31192,16503,97479,171169
97479,16514,67292,250222
67292,16525,71129,240887
85481,16582,14095,200861
00861,16588,09096,140951
40951,16594,87400,090967
23185,16614,14769,021085
31850,16615,47693,210851
21351,16651,20428,020198
81435,16678,70735,100714
05922,16695,26226,260456
60691,16736,42834,081285
49196,16823,59021,050605
19605,16825,02160,060559
55902,16833,10986,160875
07603,16850,69758,151262
97581,16862,59926,141029
26283,16876,34627,270799
87338,16906,28925,221146
37979,16925,64723,201173
39185,16940,53510,090335
55351,16950,24844,061062
86147,16968,32139,250265
24835,17002,46043,090953
95337,17020,25163,190698
66342,17048,39596,300380
59664,17065,46642,190512
66419,17067,64299,051246
00556,17112,47275,190415
95960,17129,49660,090443
49875,17160,15583,151122
48751,17230,71847,260962
66837,17250,84100,250795
79584,17258,59412,100926
59412,17269,49371,230890
53696,17299,73113,220247
84987,17341,37081,030811
98703,17343,08119,081137
81137,17349,99678,081190
37081,17352,78392,190996
67839,17362,37288,250917
61175,17388,73431,180158
73431,17399,46613,150666
50838,17484,88378,270312
83827,17486,37821,031288
82143,17499,20238,290416
69287,17523,81597,010245
71734,17592,36853,120345
91255,17622,51045,281068
83135,17661,81403,260812
13526,17663,40340,081281
08128,17668,53653,140340
59440,17697,53708,120145
84691,17712,17881,030668
74107,17732,17256,260905
10726,17734,25670,090517
72567,17744,03942,091032
53941,17760,82584,150849
96933,17780,62382,280360
82655,17794,62997,071117
26499,17820,44404,280267
46775,17875,32657,030258
30955,17942,34341,070982
14218,17957,51819,150182
97912,17989,64485,240601
91224,17991,48548,060164
16458,18055,26784,040545
39094,18085,95735,090845
95735,18096,26096,140969
40969,18102,86865,260967
75260,18119,18892,030558
96413,18158,71225,240322
24032,18163,05708,271225
22712,18167,87549,250570
69379,18275,95687,151204
37915,18277,68783,120495
14864,18322,84884,230628
84940,18336,14379,260624
37989,18349,81236,120898
36837,18363,02814,111108
68371,18364,28147,111080
83711,18365,81476,110802
71111,18367,47612,080281
97147,18413,40742,010451
01045,18418,64727,140742
98473,18485,92268,070654
78548,18511,87563,180617
63274,18525,70132,190297
64864,18551,94738,260536
15142,18629,24306,070177
18133,18645,44359,211196
47680,18671,05878,200522
02005,18675,84363,220587
78436,18685,32212,300193
01933,18692,60343,221235
75751,18735,71217,100178
68292,18759,13273,060802
29206,18761,27377,080213
72854,18781,54486,260231
18838,18823,85362,040133
29450,18839,99671,190879
99967,18849,50460,110457
36499,18932,65365,260135
35259,19008,28199,030604
25903,19010,19968,060428
12500,19048,21485,060704
50006,19050,48577,070421
16471,19067,30789,191099
03331,19130,97544,151042
58882,19150,14352,190444
52057,19164,86189,080414
44369,19207,39715,130512
36913,19209,71533,051239
63176,19251,81322,040420
80078,19295,09602,180110
07818,19297,60217,011009
81801,19299,21740,100960
83788,19327,98690,251086
61413,19364,76709,230227
29514,19414,61139,191058
81178,19451,59985,281195
06473,19555,69768,180351
20925,19583,91783,180928
97234,19603,98326,240255
88267,19629,88138,220559
24142,19716,63366,290518
75057,19752,11962,070930
70709,19756,29060,301196
01196,19762,55142,290608
19629,19764,14273,060855
03596,19838,14537,181258
14537,19849,27713,300959
85884,19889,34592,240216
82092,19929,86328,230839
23688,20015,49894,090847
51423,20032,61076,200790
20079,20037,68567,061076
85673,20049,25528,271090
73271,20052,28225,090255
60341,20097,59401,190872
72594,20106,70199,011135
27845,20171,66228,300702
84530,20173,22843,070266
45981,20219,46708,080102
98108,20221,70858,010246
45374,20237,72882,070834
47288,20247,50293,281158
93431,20261,15057,040449
40449,20267,83529,150577
50838,20331,98426,131261
73353,20378,15366,280998
70950,20405,77901,090510
95009,20407,90135,051077
53835,20449,24421,060969
81369,20493,24284,281050
69281,20496,84694,050242
77245,20521,38373,110423
25000,20602,84165,030165
58978,20621,68155,300762
38039,20675,20664,050718
64544,20689,10429,180160
44180,20692,29271,160104
18016,20694,27158,010429
35515,20737,23644,221275
07986,20770,12715,030709
98603,20772,71593,070912
60307,20774,59319,091271
53286,20824,54540,230374
45454,20834,20832,060809
45406,20836,83273,080920
33775,20851,11796,100355
79676,20864,42417,150555
53540,21025,24112,270958
70958,21031,90369,241122
24112,21036,06068,290369
90369,21042,90251,060685
68590,21050,26470,251213
35708,21085,65835,200687
65255,21138,72419,120262
53991,21248,29427,030245
42742,21261,59245,120880
47782,21288,84582,060853
78838,21383,64398,060923
37045,21412,27681,210253
64966,21454,43591,300855
45736,21481,45382,301101
57363,21482,53829,011014
73630,21483,38293,110145
22548,21510,68900,090251
16890,21520,34773,050240
90050,21523,73855,240347
73855,21534,92407,131191
11919,21541,25317,240793
13258,21558,93161,211112
32582,21559,31617,111129
25821,21560,16170,111293
29316,21568,83061,170914
98338,21645,85950,200182
50781,21659,72697,070558
26977,21671,92050,251278
43587,21707,05784,150406
58715,21709,78464,040605
71504,21711,46407,060578
93097,21760,54033,050621
59345,21799,56874,261117
68322,21913,23819,230982
56679,21987,40637,010171
01017,21992,73382,140637
56888,22064,39607,220464
75962,22079,48790,170207
96217,22081,79032,020748
25212,22155,66070,260976
97666,22163,20727,070389
20322,22193,17031,251071
22251,22196,31551,071170
51071,22199,51024,170315
59554,22228,19447,311240
54311,22231,47808,240194
00448,22256,79811,270145
57981,22266,22631,160433
95743,22317,42734,300155
66931,22346,21920,240405
93124,22348,92051,040521
52192,22356,00749,051270
88799,22391,88558,030618
16681,22457,37207,180468
13232,22516,40925,030881
03088,22521,32098,140925
95633,22550,64867,200748
67672,22564,55731,121102
76721,22565,57312,211025
67212,22566,73125,110255
73125,22577,81424,251266
53452,22593,97151,140540
54097,22601,12707,151259
12591,22608,85883,270739
74332,22629,73509,100523
99536,22644,10485,130260
36130,22647,85731,260104
13026,22649,73156,010485
15692,22662,78970,031237
83964,22683,65054,221281
33382,22731,58376,061134
83763,22743,98120,311265
65981,22752,15946,200290
81200,22755,46085,290159
36114,22781,72248,200923
99079,22849,87851,121267
54711,22891,07377,180561
37730,22904,03078,240435
40435,22910,60445,030789
46800,22993,11100,171025
01710,22997,01048,251110
71025,22999,04819,111001
02511,23001,81981,100104
51110,23003,98179,010481
69982,23032,51980,060531
12277,23087,21981,150638
07175,23116,39061,231094
27347,23163,24459,281072
22561,23180,75079,241216
25288,23198,68240,261212
28826,23200,24084,121268
21268,23206,87456,240840
93980,23263,91261,131117
47560,23286,73722,020833
33737,23295,25711,221208
73722,23297,71140,120825
82571,23305,33916,140337
16968,23319,02093,260506
96826,23321,09364,050602
82605,23323,36416,060209
60506,23325,41692,020936
64169,23335,72704,220662
06627,23342,27643,270410
62727,23344,64309,041027
23841,23365,99178,300863
32855,23409,56684,060426
86637,23449,94442,220582
24896,23464,57293,250867
26596,23489,05535,270215
62702,23493,54444,150553
38484,23531,24786,100613
63466,23555,72350,230117
34662,23556,23505,301177
50554,23582,01264,050109
55405,23584,26401,010901
40501,23586,40165,090126
84976,23633,81019,200702
97620,23635,01978,070281
20070,23638,78203,281019
68563,23663,70660,240250
63240,23666,60538,250706
24025,23668,53816,070660
60538,23677,86196,160753
64342,23822,87398,181174
71650,23844,73548,300392
09673,23893,58148,161193
64216,23923,66045,200944
60457,23935,68463,160185
26680,23959,33519,140793
85273,24002,82946,180247
53163,24062,84044,250930
22771,24107,23628,241254
57550,24125,27114,120579
20579,24131,75826,271143
75826,24142,64401,210587
87644,24151,96875,010606
64401,24153,87570,060696
38571,24174,52735,111295
76560,24204,65603,030960
08267,24234,27736,200434
22244,24270,71821,200120
44200,24273,21806,120718
07182,24280,12082,180668
80668,24286,05423,120822
81208,24290,31495,220542
47861,24319,96457,071166
60644,24356,77422,010522
78319,24453,47325,240623
47325,24464,30388,150625
44235,24516,75158,110892
24981,24623,18531,051161
81051,24626,31739,161185
86345,24696,12998,190861
88792,24711,06433,140993
81195,24817,92306,290751
07519,24824,65716,230657
29962,24855,65021,291227
22765,24863,32459,021015
27650,24864,24592,210153
83735,24905,20701,181010
73518,24907,70167,101020
35181,24908,01671,010207
18101,24910,67101,020701
10102,24912,10136,070167
08285,24984,92525,161241
85995,25009,84355,011011
59950,25010,43554,110118
99501,25011,35548,101184
55984,25033,82202,040289
02898,25040,30659,220279
58224,25111,10160,210395
39510,25119,86935,160570
88569,25141,72477,170310
56917,25143,47790,031072
69170,25144,77909,310724
09149,25158,29689,061246
73234,25194,66392,220316
66639,25204,26647,250680
23135,25224,79108,221168
82849,25239,65940,170682
65875,25266,97641,101016
58751,25267,76414,010169
99943,25289,58931,120419
95893,25299,74051,120627
26334,25337,80966,100990
10099,25342,51642,080966
27504,25360,63919,311268
39193,25372,63454,160146
63454,25383,66513,170301
45417,25385,51366,030166
45129,25440,54674,220994
00078,25543,02554,150271
78150,25546,54919,271025
25549,25555,08129,190404
54919,25557,12964,040408
91904,25559,96440,040812
90404,25561,44053,081296
14848,25644,04665,261027
82610,25648,53401,270466
01775,25737,55659,230793
75888,25757,88613,260523
73500,25833,87085,050761
87581,25854,70584,140641
14064,25859,68333,170584
70729,25914,26320,021113
07290,25915,63209,211132
16758,25951,03950,051257
07520,25966,16181,270116
11616,25974,86490,181184
63941,26060,68585,150323
53492,26091,30935,071181
07118,26096,29951,130935
03677,26126,20795,091288
63860,26150,95550,230145
51714,26197,96505,230173
96426,26227,01972,160544
86040,26286,04305,050357
89174,26303,63917,151267
71474,26341,32404,230610
47423,26343,40480,061032
06103,26348,88767,240480
67086,26362,33319,260233
56773,26408,04247,200680
31635,26434,04637,130197
48894,26458,38784,010646
73866,26504,40496,260910
86626,26506,49684,091040
26091,26509,84602,040496
68460,26519,54042,261174
45404,26529,20833,210246
52679,26574,98703,180117
66963,26640,92269,070457
35961,26703,04875,100666
87840,26738,72168,240115
18193,26794,54227,220693
22772,26807,62381,250278
53548,26862,74757,060622
63865,26881,93680,221103
38652,26882,36802,211039
86522,26883,68025,110393
67914,26912,56606,291145
75138,26938,82993,010228
32088,27037,32545,250908
08825,27039,54551,090832
92338,27063,93774,161245
74555,27077,97491,270549
88678,27108,13586,170636
74848,27177,48388,070815
66735,27227,34030,190869
86934,27235,32352,030623
33235,27245,20165,220122
32352,27246,01655,201222
22012,27250,50893,220165
22982,27278,93495,240715
62682,27328,20227,230726
22798,27341,89911,291257
91164,27354,68623,110986
60984,27385,85628,270422
22856,27394,57576,281048
69911,27458,72225,190126
92256,27542,38062,241048
32177,27595,38595,100830
21630,27611,92968,021290
30021,27614,68608,290929
90535,27662,58571,191084
35839,27679,15033,030254
30254,27685,83501,150336
92188,27753,25635,220401
18822,27755,63511,040125
25635,27764,40805,110369
03694,27771,20445,080533
94885,27813,14910,260737
48059,27870,95605,200693
56056,27882,26714,130971
72412,28028,80966,161066
88764,28063,06028,130255
30255,28069,89624,060282
82973,28103,97260,070202
97307,28105,26072,020297
20297,28111,65471,260726
10196,28161,47260,180711
19618,28163,26001,071147
65632,28191,79404,080983
83794,28200,92412,040284
02849,28207,37853,241268
71683,28285,65952,170987
76595,28295,89818,270947
67932,28412,00629,090846
64656,28455,18852,250615
69396,28471,90602,111233
12339,28478,97977,060262
81732,28494,60434,261007
73226,28496,43433,100760
38634,28512,67126,250497
26935,28552,79590,150301
93515,28554,59044,030179
84370,28587,52681,160728
56039,28606,32415,100274
64969,28635,07665,140955
69962,28691,79608,280323
44362,28713,79365,300957
54718,28780,07139,281137
30955,28821,62675,260432
52025,28839,74455,210695
55189,28853,17814,170110
18917,28855,81459,011017
89170,28856,14599,110178
14568,28924,54743,060314
63153,28952,18630,290177
07386,29020,97677,110358
76776,29032,04171,150698
64749,29124,75511,210167
67755,29133,23328,111105
77551,29134,33286,111052
75511,29135,32869,110523
68165,29165,50607,210115
81652,29166,06073,101155
01155,29172,87611,060730
11920,29186,09832,180129
01801,29190,20310,290983
09832,29197,54386,031012
98320,29198,43867,310125
83203,29199,38672,101254
57643,29333,96066,201088
76432,29334,60669,010889
19873,29369,79104,030259
15782,29395,57070,280128
12857,29403,41045,070641
07064,29408,60068,141045
15930,29572,41447,270896
41447,29583,33895,101042
14471,29584,38954,010423
86700,29676,72226,020667
67722,29685,29408,260426
12553,29703,05514,291235
93671,29756,49721,090114
64382,29778,48495,190158
18652,29808,62108,270368
03686,29815,59272,210858
85927,29825,67663,201159
05489,29927,65187,080794
17564,29953,02560,070536
51673,29982,81530,230397
76130,30023,15333,050726
38016,30038,81609,200994
09948,30045,56974,160972
31528,30067,87055,220882
56763,30101,63589,230902
76323,30103,58934,090263
56582,30131,51404,140644
06445,30138,41807,140407
44514,30140,80775,040741
04074,30145,26099,180775
80775,30151,47309,260996
96473,30160,74640,090488
10943,30211,98558,100633
64377,30237,81086,070574
83948,30301,13634,191042
87196,30323,04581,260421
62604,30327,10746,210458
14455,30368,15289,210963
49789,30385,78891,100284
23791,30409,12353,250986
80739,30436,10107,060866
60866,30442,54110,101073
08661,30443,41102,010735
07354,30450,04795,110205
35411,30452,79516,020504
41102,30454,51688,050479
14562,30494,40210,070581
07058,30499,26713,140210
05814,30501,71373,021026
58140,30502,13732,210267
73244,30515,87543,210959
68088,30535,51341,100678
17337,30551,62122,050992
51440,30588,47001,190629
19323,30603,24954,300920
65296,30620,63801,160546
46638,30629,88183,011118
66380,30630,81831,111188
88183,30640,29043,120336
20336,30646,90209,290437
04379,30653,07028,020930
20930,30659,66528,070286
14750,30679,06961,220708
75022,30681,96125,070806
09694,30727,32732,200903
69420,30729,73252,090332
99927,30749,30432,231151
23115,30754,95972,130432
94406,30771,72219,260980
92673,30786,26449,300767
24343,30855,24094,300823
00823,30861,86284,240941
68042,30929,66315,290965
99063,30954,54647,310155
23393,31001,76786,181175
41400,31030,50486,010741
01074,31035,94847,150486
04895,31130,78143,271008
